,namePlayer,value,age,HEIGHT,WEIGHT,PTS,AST,REB,PIE,heightWOShoesInches,weightLBS,wingspanInches,reachStandingInches,verticalLeapStandingInches,verticalLeapMaxInches,timeLaneAgility,timeThreeQuarterCourtSprint,repsBenchPress135,pctBodyFat,heightWShoesInches,lengthHandInches,widthHandInches,timeModifiedLaneAgility
0,Bogdan Bogdanovic,18000000.0,30.0,78.0,220.0,9.6,2.3,3.3,0.08,,,,,,,,,,,,,,
1,Brandon Goodwin,1701593.0,27.0,72.0,180.0,3.9,1.6,1.0,0.062,,,,,,,,,,,,,,
2,Bruno Fernando,1517981.0,24.0,81.0,240.0,1.5,0.4,3.0,0.073,80.75,233.2,88.25,109.0,29.0,35.0,12.19,3.23,11.0,5.25,81.75,9.5,10.0,3.03
3,Bruno Fernando,1517981.0,24.0,81.0,240.0,1.5,0.4,3.0,0.073,80.75,237.0,87.25,110.0,29.5,33.5,11.29,3.21,13.0,5.4,82.25,9.25,10.0,3.05
4,Cam Reddish,4458000.0,23.0,80.0,218.0,11.2,1.3,4.0,0.053,,,,,,,,,,,,,,
5,Clint Capela,16000000.0,28.0,82.0,240.0,14.3,0.9,14.2,0.161,,,,,,,,,,,,,,
6,Danilo Gallinari,19500000.0,34.0,82.0,233.0,12.8,1.5,3.9,0.11,,,,,,,,,,,,,,
7,De'Andre Hunter,7422000.0,24.0,80.0,225.0,16.7,2.2,5.2,0.114,,,,,,,,,,,,,,
8,John Collins,4137302.0,25.0,81.0,235.0,18.3,1.3,7.8,0.124,80.25,225.2,83.25,106.5,33.0,37.5,11.66,3.27,15.0,5.4,81.5,9.0,10.0,3.27
9,Kevin Huerter,2761920.0,24.0,79.0,190.0,11.9,3.6,3.7,0.077,78.25,194.0,79.5,101.5,31.0,38.0,10.89,3.09,9.0,8.6,79.25,8.25,8.5,2.97
10,Khyri Thomas,744684.0,26.0,75.0,210.0,2.3,0.3,0.6,,74.5,198.8,82.5,101.0,30.0,35.0,10.96,3.18,14.0,6.4,75.75,8.75,9.25,3.18
11,Kris Dunn,4767000.0,28.0,75.0,205.0,7.3,3.4,3.6,0.082,75.0,,81.5,100.0,,,,,,,76.25,,,
12,Lou Williams,8000000.0,36.0,73.0,175.0,12.0,3.5,2.1,0.103,,,,,,,,,,,,,,
13,Onyeka Okongwu,5813640.0,,,,,,,,,,,,,,,,,,,,,
14,Solomon Hill,1620564.0,31.0,78.0,226.0,4.2,0.9,2.3,0.038,77.5,226.0,81.0,103.0,29.5,37.5,10.77,3.19,14.0,7.6,79.0,9.0,10.5,2.91
15,Tony Snell,12178571.0,31.0,78.0,213.0,5.6,1.4,2.3,0.072,78.0,198.2,83.5,105.5,30.0,36.5,11.36,3.25,7.0,4.85,79.25,9.0,9.5,2.84
16,Trae Young,6571800.0,24.0,73.0,180.0,25.7,9.4,4.1,0.151,72.5,177.8,75.0,95.5,,,,,,5.35,73.75,8.0,9.25,
17,Aaron Nesmith,3458400.0,,,,,,,,,,,,,,,,,,,,,
18,Carsen Edwards,1517981.0,24.0,71.0,200.0,5.1,0.6,1.1,0.076,70.75,195.6,78.25,94.5,28.5,34.5,11.59,3.2,12.0,6.3,72.0,8.5,9.25,3.15
19,Carsen Edwards,1517981.0,24.0,71.0,200.0,5.1,0.6,1.1,0.076,70.75,199.4,78.0,94.5,28.5,34.0,10.53,3.22,14.0,5.5,72.25,8.75,9.0,2.82
20,Demetrius Jackson,92857.0,28.0,73.0,201.0,1.8,0.7,0.7,,72.0,193.8,77.5,93.0,37.5,43.5,10.81,3.25,,6.5,73.25,8.25,9.0,2.87
21,Evan Fournier,17450000.0,30.0,79.0,205.0,19.6,3.7,3.0,0.107,,,,,,,,,,,,,,
22,Grant Williams,2498760.0,23.0,78.0,236.0,5.0,0.9,2.9,0.043,77.75,240.2,81.75,104.5,26.0,31.5,10.83,3.33,20.0,5.4,79.5,9.0,10.5,3.27
23,Guerschon Yabusele,1039080.0,26.0,80.0,260.0,2.3,0.4,1.4,,,,,,,,,,,,,,,
24,Jaylen Brown,23437500.0,26.0,78.0,223.0,24.7,3.9,5.6,0.132,77.25,222.8,83.75,102.5,,,,,,5.05,78.75,8.75,9.0,
25,Jayson Tatum,9897120.0,24.0,80.0,210.0,24.9,4.3,6.8,0.145,,,,,,,,,,,,,,
26,Kemba Walker,34379100.0,32.0,72.0,184.0,17.7,4.6,3.6,0.114,71.5,184.0,75.5,91.5,32.0,39.5,10.87,3.16,7.0,5.9,73.0,8.0,9.0,
27,Luke Kornet,2250000.0,27.0,86.0,250.0,2.0,0.3,1.2,0.08,,,,,,,,,,,,,,
28,Marcus Smart,13446428.0,28.0,75.0,220.0,12.8,5.4,2.8,0.09,74.0,227.2,81.25,99.0,33.0,36.0,10.82,3.26,,10.55,75.25,9.0,8.75,2.96
29,Moritz Wagner,2161920.0,25.0,83.0,245.0,7.1,1.3,2.9,0.094,82.0,231.2,84.0,108.0,25.5,32.5,12.0,3.35,,6.7,83.25,8.75,10.75,2.98
30,Moritz Wagner,2161920.0,25.0,83.0,245.0,7.1,1.3,2.9,0.094,82.5,241.4,84.0,108.0,27.0,34.0,11.48,3.18,8.0,6.75,83.5,9.0,10.75,3.07
31,Payton Pritchard,2035800.0,,,,,,,,,,,,,,,,,,,,,
32,Robert Williams,2029920.0,,,,,,,,,,,,,,,,,,,,,
33,Romeo Langford,3631200.0,23.0,76.0,216.0,2.5,0.4,1.3,0.024,76.5,,83.0,103.0,,,,,,,78.0,9.0,9.0,
34,Semi Ojeleye,1752950.0,27.0,78.0,240.0,5.4,0.8,3.0,0.063,77.25,241.4,81.75,102.0,35.0,40.5,10.58,3.16,19.0,5.5,78.75,8.75,9.5,3.07
35,Tristan Thompson,9258000.0,31.0,81.0,254.0,7.9,1.0,8.4,0.106,79.5,227.4,85.25,108.5,30.0,35.0,10.92,3.26,9.0,6.2,80.75,8.75,9.25,
36,Alize Johnson,110998.0,26.0,79.0,212.0,2.0,0.4,2.8,0.098,79.25,216.6,80.75,103.0,25.0,31.0,11.83,3.38,8.0,8.1,80.0,8.5,9.75,3.28
37,Andre Roberson,163818.0,30.0,79.0,210.0,1.2,0.8,3.0,0.023,78.25,205.8,83.0,104.5,30.0,36.5,11.36,3.34,10.0,7.05,79.0,8.75,9.5,3.02
38,Blake Griffin,776873.0,33.0,81.0,250.0,11.6,3.5,5.0,0.085,80.5,248.4,83.25,105.0,32.0,35.5,10.95,3.28,22.0,8.2,82.0,,,
39,Bruce Brown Jr,1663861.0,,,,,,,,,,,,,,,,,,,,,
40,DeAndre Jordan,10375678.0,34.0,83.0,265.0,7.6,1.7,7.5,0.108,81.75,250.0,90.0,113.5,26.0,30.5,12.3,3.27,8.0,7.5,83.0,,,
41,Iman Shumpert,447155.0,32.0,77.0,212.0,1.0,0.0,0.5,-0.011,76.25,221.8,81.5,99.5,36.5,42.0,11.1,3.18,18.0,6.5,77.5,9.0,9.0,
42,James Harden,41254920.0,33.0,77.0,220.0,25.3,11.2,7.9,0.17,76.0,222.0,82.75,103.5,31.5,37.0,11.1,3.13,17.0,10.1,77.25,,,
43,Jeff Green,1620564.0,36.0,80.0,235.0,9.8,1.5,3.8,0.073,79.0,228.0,85.25,103.0,33.5,38.0,12.0,3.34,17.0,3.7,81.5,,,
44,Joe Harris,16071429.0,31.0,78.0,220.0,14.7,1.8,3.5,0.085,76.75,215.0,78.0,100.0,28.5,33.5,11.11,3.31,,6.2,78.25,8.5,9.75,2.92
45,Kevin Durant,40108950.0,34.0,82.0,240.0,29.0,5.3,7.3,0.163,81.0,215.0,88.75,110.0,26.0,33.5,12.33,3.45,0.0,6.6,82.25,,,
46,Kyrie Irving,33460350.0,30.0,74.0,195.0,28.1,5.7,4.8,0.15,73.75,191.0,76.0,99.0,,,,,,10.2,75.5,8.25,9.25,
47,LaMarcus Aldridge,554988.0,37.0,83.0,250.0,13.7,1.7,4.5,0.096,82.0,234.0,88.75,110.0,26.5,34.0,12.02,3.43,8.0,8.7,83.25,,,
48,Landry Shamet,2090040.0,25.0,76.0,190.0,7.8,1.1,1.8,0.059,76.0,188.6,78.75,100.0,31.0,39.5,11.26,3.11,8.0,4.85,77.25,8.0,9.0,3.21
49,Nicolas Claxton,1517981.0,23.0,83.0,215.0,9.8,0.9,4.3,0.143,82.0,216.6,86.5,110.0,31.5,36.5,11.26,3.36,8.0,4.5,83.75,9.25,9.5,3.47
50,Noah Vonleh,263995.0,27.0,82.0,257.0,0.0,0.3,0.3,-0.094,80.0,247.1,88.25,108.0,31.0,37.0,11.45,3.28,,7.3,81.5,9.75,11.75,3.29
51,Norvel Pelle,217845.0,29.0,82.0,231.0,2.3,0.3,2.0,-0.012,81.5,207.2,86.5,109.0,31.0,34.5,11.49,3.32,0.0,5.15,82.5,8.75,9.5,3.2
52,Spencer Dinwiddie,11454048.0,29.0,77.0,215.0,6.7,3.0,4.3,0.102,76.5,204.9,80.25,103.0,,,,,,5.35,78.0,8.25,9.0,
53,Timothe LuwawuCabarrot,1824003.0,,,,,,,,,,,,,,,,,,,,,
54,Tyler Cook,99020.0,25.0,80.0,255.0,0.7,0.3,1.5,0.037,79.25,245.4,84.5,106.5,27.5,32.0,11.32,3.28,11.0,6.1,80.75,9.5,10.75,3.1
55,Tyler Johnson,1620564.0,30.0,75.0,186.0,5.2,0.9,1.8,0.065,,,,,,,,,,,,,,
56,Bismack Biyombo,3500000.0,30.0,80.0,255.0,5.5,1.3,5.5,0.067,,,,,,,,,,,,,,
57,Brad Wanamaker,2250000.0,33.0,75.0,210.0,4.7,2.5,1.7,0.07,,,,,,,,,,,,,,
58,Caleb Martin,1517981.0,27.0,77.0,205.0,5.3,1.1,2.6,0.076,76.75,195.8,82.0,101.5,29.0,36.5,10.43,3.26,6.0,7.0,78.0,8.5,8.75,2.75
59,Cody Martin,1517981.0,27.0,77.0,205.0,3.8,1.2,2.4,0.091,76.75,188.6,82.25,102.5,29.0,36.5,10.64,3.09,4.0,5.45,78.0,8.5,9.0,3.05
60,Cody Martin,1517981.0,27.0,77.0,205.0,3.8,1.2,2.4,0.091,76.75,192.2,82.25,102.5,28.0,35.5,10.44,3.32,7.0,5.0,77.5,8.25,9.0,2.99
61,Cody Zeller,15415730.0,30.0,83.0,240.0,9.2,2.3,7.1,0.101,82.75,230.0,82.75,106.0,35.5,37.5,10.82,3.15,17.0,4.75,84.25,8.5,10.5,2.69
62,Devonte' Graham,1663861.0,27.0,73.0,195.0,13.1,5.2,2.7,0.09,,,,,,,,,,,,,,
63,Gordon Hayward,28500000.0,32.0,79.0,225.0,20.4,4.2,5.6,0.125,78.75,211.0,79.75,103.0,30.5,34.5,11.73,3.22,10.0,6.9,80.0,8.5,9.25,
64,Jalen McDaniels,1517981.0,24.0,81.0,205.0,4.5,0.5,2.4,0.049,80.25,191.6,84.25,105.5,29.5,33.5,11.54,3.32,0.0,5.7,81.75,9.0,10.0,3.23
65,LaMelo Ball,7839960.0,,,,,,,,,,,,,,,,,,,,,
66,Malik Monk,5345687.0,24.0,75.0,200.0,12.3,1.8,2.7,0.093,,,,,,,,,,,,,,
67,Miles Bridges,3934320.0,24.0,78.0,225.0,9.6,2.0,5.6,0.088,77.25,220.4,81.5,103.5,,,,,,5.9,78.75,9.0,9.75,
68,Nick Richards,1000000.0,,,,,,,,82.5,241.6,86.25,110.0,30.0,34.0,11.42,3.25,,8.5,83.5,9.0,9.0,2.92
69,Nicolas Batum,9043478.0,33.0,80.0,230.0,8.6,2.3,4.7,0.086,,,,,,,,,,,,,,
70,PJ Washington,4023600.0,,,,,,,,78.5,223.0,86.5,107.0,27.0,34.0,11.39,3.2,3.0,6.85,80.0,9.0,10.25,3.43
71,Terry Rozier,18900000.0,28.0,73.0,190.0,20.2,3.3,3.8,0.112,72.5,190.2,80.25,98.5,33.0,38.0,10.84,3.15,7.0,5.6,74.25,8.25,8.5,2.84
72,Vernon Carey Jr,1350000.0,,,,,,,,,,,,,,,,,,,,,
73,AlFarouq Aminu,9720900.0,,,,,,,,,,,,,,,,,,,,,
74,Coby White,5572680.0,22.0,77.0,195.0,15.2,4.7,4.6,0.087,75.5,191.4,77.0,97.5,,,,,,4.3,76.75,7.75,9.0,
75,Cristiano Felicio,7529020.0,30.0,83.0,270.0,1.6,0.7,1.7,0.166,,,,,,,,,,,,,,
76,Daniel Theis,5000000.0,30.0,80.0,245.0,9.4,1.6,5.3,0.094,,,,,,,,,,,,,,
77,Denzel Valentine,4642800.0,28.0,76.0,220.0,7.4,1.7,3.9,0.095,76.0,210.4,82.75,102.0,27.0,32.0,10.51,3.46,,9.2,77.75,8.5,9.75,3.22
78,Garrett Temple,4767000.0,36.0,77.0,195.0,8.5,2.0,3.1,0.056,,,,,,,,,,,,,,
79,Javonte Green,1517981.0,29.0,76.0,205.0,4.2,0.4,2.1,0.069,,,,,,,,,,,,,,
80,Lauri Markkanen,6731508.0,25.0,84.0,240.0,17.7,0.9,6.0,0.112,,,,,,,,,,,,,,
81,Nikola Vucevic,26000000.0,32.0,83.0,260.0,24.5,3.8,11.7,0.172,82.25,259.8,88.5,112.5,23.5,25.0,12.02,3.27,8.0,6.1,83.75,9.25,10.25,
82,Noah Vonleh  W,97261.0,,,,,,,,,,,,,,,,,,,,,
83,Patrick Williams,7068360.0,,,,,,,,,,,,,,,,,,,,,
84,Ryan Arcidiacono,3000000.0,28.0,75.0,195.0,3.2,1.2,1.6,0.071,,,,,,,,,,,,,,
85,Thaddeus Young,13545000.0,34.0,80.0,235.0,12.2,4.4,6.5,0.131,77.75,210.0,83.5,106.0,34.5,37.0,11.06,3.19,13.0,4.9,79.5,,,
86,Tomas Satoransky,10000000.0,31.0,79.0,210.0,7.5,4.8,2.5,0.102,78.5,200.6,79.25,100.0,,,,,,5.2,79.5,8.5,9.5,
87,Troy Brown Jr,3372840.0,,,,,,,,,,,,,,,,,,,,,
88,Zach LaVine,19500000.0,27.0,77.0,200.0,28.2,4.9,5.1,0.146,76.5,180.9,80.25,100.0,33.5,41.5,10.42,3.19,,4.7,77.75,8.25,8.75,2.8
89,Andre Drummond,27957238.0,29.0,82.0,279.0,17.5,2.6,13.5,0.153,81.75,278.6,90.25,109.5,31.5,33.5,10.83,3.39,10.0,7.5,83.75,9.5,9.5,
90,Cedi Osman,8840580.0,27.0,79.0,230.0,10.1,2.7,3.6,0.076,,,,,,,,,,,,,,
91,Collin Sexton,4991880.0,23.0,73.0,190.0,24.0,4.3,2.8,0.112,72.5,183.0,79.25,98.5,,,,,,5.6,73.5,8.25,8.5,
92,Damyean Dotson,2000000.0,28.0,77.0,210.0,6.7,2.2,1.9,0.077,76.5,205.2,81.0,100.0,31.5,38.0,11.18,3.13,13.0,5.3,77.5,8.5,9.25,3.03
93,Darius Garland,6720720.0,22.0,73.0,192.0,16.4,5.8,2.2,0.09,,,,,,,,,,,,,,
94,Dean Wade,1517981.0,25.0,81.0,228.0,4.1,0.8,2.3,0.083,,,,,,,,,,,,,,
95,Dylan Windler,2137440.0,26.0,78.0,196.0,5.4,1.1,3.6,0.087,78.25,195.8,82.0,104.5,29.0,37.5,10.7,3.3,8.0,4.6,79.5,8.25,9.5,2.94
96,Isaac Okoro,6400920.0,,,,,,,,,,,,,,,,,,,,,
97,Isaiah Hartenstein,1620564.0,24.0,84.0,250.0,3.5,0.5,2.8,0.077,,,,,,,,,,,,,,
98,Jarrett Allen,3909902.0,24.0,83.0,243.0,12.9,1.6,9.9,0.147,81.0,233.6,89.25,109.5,31.5,35.5,11.82,3.21,4.0,7.4,82.25,9.5,10.5,3.0
99,JR Smith,1456667.0,37.0,78.0,220.0,12.4,2.1,3.1,,,,,,,,,,,,,,,
100,Kevin Love,31258256.0,34.0,80.0,251.0,5.8,1.3,3.3,0.074,79.75,255.0,83.25,106.0,29.5,35.0,11.17,3.22,18.0,12.9,81.5,,,
101,Larry Nance Jr,11709091.0,,,,,,,,,,,,,,,,,,,,,
102,Matthew Dellavedova,1620564.0,32.0,75.0,200.0,3.1,3.2,1.3,0.059,,,,,,,,,,,,,,
103,Quinn Cook,110998.0,29.0,73.0,180.0,2.9,0.7,0.7,0.095,72.25,179.0,76.0,96.5,24.5,31.0,11.44,3.38,14.0,6.7,74.0,7.5,8.75,3.41
104,Quinn Cook  E,110998.0,,,,,,,,,,,,,,,,,,,,,
105,Rayjon Tucker,340000.0,25.0,75.0,209.0,4.0,1.0,0.0,-1.5,,,,,,,,,,,,,,
106,Taurean Prince,12250000.0,28.0,79.0,218.0,8.3,1.7,3.6,0.076,78.5,220.2,83.5,102.0,34.0,36.0,10.96,3.24,,6.45,79.75,9.0,8.5,2.8
107,Thon Maker,309355.0,25.0,84.0,221.0,3.8,0.5,2.3,0.134,83.75,216.0,87.0,110.5,32.0,36.5,11.15,3.33,,6.05,84.75,8.75,9.5,3.09
108,Yogi Ferrell,110998.0,29.0,72.0,178.0,9.5,2.5,3.5,0.071,,,,,,,,,,,,,,
109,Boban Marjanovic,3500000.0,34.0,88.0,290.0,4.4,0.2,3.9,0.15,,,,,,,,,,,,,,
110,Dorian FinneySmith,4000000.0,,,,,,,,,,,,,,,,,,,,,
111,Dwight Powell,11080125.0,31.0,82.0,240.0,4.4,0.8,3.3,0.074,81.5,234.4,84.5,105.0,28.5,35.0,11.28,3.2,,6.2,83.0,9.0,9.25,2.88
112,Jalen Brunson,1663861.0,26.0,73.0,190.0,12.2,3.2,3.4,0.125,73.0,198.4,76.0,96.0,29.0,37.0,10.59,3.15,7.0,6.7,74.25,8.25,9.25,3.11
113,JJ Barea,1620564.0,,,,,,,,,,,,,,,,,,,,,
114,JJ Redick,13013700.0,38.0,75.0,200.0,8.7,1.3,1.7,0.071,76.0,190.0,75.25,97.5,27.5,33.0,10.94,3.29,6.0,7.0,76.75,,,
115,Josh Green,2816760.0,,,,,,,,76.5,214.0,81.75,101.5,30.5,39.5,10.64,3.12,,6.8,77.5,8.0,8.75,2.28
116,Josh Richardson,10865952.0,29.0,77.0,200.0,13.3,2.7,3.3,0.075,,,,,,,,,,,,,,
117,Kristaps Porzingis,29467800.0,27.0,87.0,240.0,19.7,1.3,8.6,0.131,,,,,,,,,,,,,,
118,Luka Doncic,8049360.0,23.0,79.0,230.0,29.0,9.2,8.4,0.187,,,,,,,,,,,,,,
119,Maxi Kleber,8325000.0,30.0,82.0,240.0,7.8,1.4,5.4,0.082,,,,,,,,,,,,,,
120,Nicolo Melli,3897436.0,31.0,81.0,236.0,2.0,1.1,2.6,0.058,,,,,,,,,,,,,,
121,Tim Hardaway Jr,18975000.0,,,,,,,,,,,,,,,,,,,,,
122,Trey Burke,3000000.0,30.0,72.0,185.0,7.0,1.5,0.9,0.083,71.75,187.0,77.5,97.5,29.5,36.5,11.2,3.16,3.0,6.9,73.25,8.25,8.75,3.01
123,Tyrell Terry,1289846.0,,,,,,,,73.5,170.0,73.75,96.0,30.0,34.0,10.78,3.28,,7.6,75.0,7.5,8.25,2.59
124,Willie CauleyStein,4100000.0,,,,,,,,,,,,,,,,,,,,,
125,Aaron Gordon,18136364.0,27.0,80.0,235.0,14.6,4.3,6.6,0.11,79.5,220.1,83.75,105.0,32.5,39.0,10.81,3.27,,5.05,80.75,8.75,10.5,2.76
126,Bol Manute Bol,2058240.0,,,,,,,,,,,,,,,,,,,,,
127,Facundo Campazzo,3200000.0,,,,,,,,,,,,,,,,,,,,,
128,Gary Clark,2000000.0,27.0,78.0,225.0,3.4,0.9,3.2,0.044,,,,,,,,,,,,,,
129,Jamal Murray,27285000.0,25.0,75.0,215.0,21.1,4.8,4.0,0.115,,,,,,,,,,,,,,
130,JaMychal Green,7199760.0,32.0,80.0,227.0,8.7,0.8,5.5,0.095,80.0,217.4,86.25,106.5,29.5,32.5,10.63,3.38,19.0,9.8,81.0,9.25,9.25,
131,JaVale McGee,4200000.0,34.0,84.0,270.0,8.0,1.0,5.2,0.126,83.0,241.0,90.0,114.5,27.0,32.5,12.75,3.25,7.0,5.3,84.0,,,
