,id,age,height,weight,position,draft_round,pts,ast,reb,value
0,203992,0.42857142857142855,0.47368421052631576,0.4166666666666667,5,1,0.3018867924528302,0.20535714285714285,0.2323943661971831,18000000.0
1,1629164,0.2857142857142857,0.15789473684210525,0.08333333333333333,5,0,0.12264150943396226,0.14285714285714288,0.07042253521126761,1701593.0
2,1628981,0.14285714285714285,0.631578947368421,0.5833333333333334,3,2,0.04716981132075471,0.03571428571428572,0.21126760563380284,1517981.0
3,1629629,0.09523809523809523,0.5789473684210527,0.4,4,1,0.3522012578616352,0.11607142857142859,0.28169014084507044,4458000.0
4,203991,0.3333333333333333,0.6842105263157895,0.5833333333333334,0,1,0.449685534591195,0.08035714285714286,1.0,16000000.0
5,201568,0.6190476190476191,0.6842105263157895,0.525,2,1,0.4025157232704403,0.13392857142857142,0.2746478873239437,19500000.0
6,1629631,0.14285714285714285,0.5789473684210527,0.4583333333333333,4,1,0.5251572327044025,0.19642857142857145,0.36619718309859156,7422000.0
7,1628381,0.19047619047619047,0.631578947368421,0.5416666666666666,3,1,0.5754716981132075,0.11607142857142859,0.5492957746478874,4137302.0
8,1628989,0.14285714285714285,0.5263157894736842,0.16666666666666666,6,1,0.37421383647798745,0.32142857142857145,0.2605633802816902,2761920.0
9,1629017,0.23809523809523808,0.3157894736842105,0.3333333333333333,5,2,0.07232704402515723,0.026785714285714288,0.04225352112676056,744684.0
10,1627739,0.3333333333333333,0.3157894736842105,0.2916666666666667,5,1,0.22955974842767293,0.3035714285714286,0.2535211267605634,4767000.0
11,101150,0.6666666666666666,0.21052631578947367,0.041666666666666664,5,2,0.3773584905660377,0.3125,0.147887323943662,8000000.0
12,203524,0.47619047619047616,0.47368421052631576,0.4666666666666667,2,1,0.1320754716981132,0.08035714285714286,0.1619718309859155,1620564.0
13,203503,0.42857142857142855,0.47368421052631576,0.35833333333333334,5,1,0.1761006289308176,0.125,0.1619718309859155,12178571.0
14,1629027,0.14285714285714285,0.21052631578947367,0.08333333333333333,5,1,0.8081761006289307,0.8392857142857144,0.2887323943661972,6571800.0
15,1629035,0.14285714285714285,0.10526315789473684,0.25,5,2,0.16037735849056603,0.053571428571428575,0.07746478873239437,1517981.0
16,1627743,0.3333333333333333,0.21052631578947367,0.25833333333333336,5,2,0.05660377358490566,0.0625,0.04929577464788732,92857.0
17,203095,0.38095238095238093,0.5263157894736842,0.2916666666666667,6,1,0.6163522012578617,0.3303571428571429,0.21126760563380284,17450000.0
18,1629684,0.09523809523809523,0.47368421052631576,0.55,2,1,0.15723270440251572,0.08035714285714286,0.20422535211267606,2498760.0
19,1627824,0.23809523809523808,0.5789473684210527,0.75,2,1,0.07232704402515723,0.03571428571428572,0.09859154929577464,1039080.0
20,1627759,0.19047619047619047,0.47368421052631576,0.44166666666666665,6,1,0.7767295597484276,0.34821428571428575,0.39436619718309857,23437500.0
21,1628369,0.14285714285714285,0.5789473684210527,0.3333333333333333,4,1,0.7830188679245282,0.38392857142857145,0.47887323943661975,9897120.0
22,202689,0.5238095238095238,0.15789473684210525,0.11666666666666667,5,1,0.5566037735849056,0.4107142857142857,0.2535211267605634,34379100.0
23,1628436,0.2857142857142857,0.8947368421052632,0.6666666666666666,3,0,0.06289308176100629,0.026785714285714288,0.08450704225352113,2250000.0
24,203935,0.3333333333333333,0.3157894736842105,0.4166666666666667,5,1,0.4025157232704403,0.4821428571428572,0.19718309859154928,13446428.0
25,1629021,0.19047619047619047,0.7368421052631579,0.625,3,1,0.2232704402515723,0.11607142857142859,0.20422535211267606,2161920.0
26,1629641,0.047619047619047616,0.3684210526315789,0.38333333333333336,6,1,0.07861635220125786,0.03571428571428572,0.09154929577464789,3631200.0
27,1628400,0.2857142857142857,0.47368421052631576,0.5833333333333334,2,2,0.169811320754717,0.07142857142857144,0.21126760563380284,1752950.0
28,202684,0.47619047619047616,0.631578947368421,0.7,1,1,0.24842767295597484,0.08928571428571429,0.591549295774648,9258000.0
29,1628993,0.23809523809523808,0.5263157894736842,0.35,2,2,0.06289308176100629,0.03571428571428572,0.19718309859154928,110998.0
30,203460,0.42857142857142855,0.5263157894736842,0.3333333333333333,6,1,0.03773584905660377,0.07142857142857144,0.21126760563380284,163818.0
31,201933,0.5714285714285714,0.631578947368421,0.6666666666666666,2,1,0.36477987421383645,0.3125,0.35211267605633806,776873.0
32,201933,0.5714285714285714,0.631578947368421,0.6666666666666666,2,1,0.36477987421383645,0.3125,0.35211267605633806,32670565.0
33,201599,0.6190476190476191,0.7368421052631579,0.7916666666666666,0,2,0.23899371069182387,0.1517857142857143,0.5281690140845071,10375678.0
34,202697,0.5238095238095238,0.42105263157894735,0.35,5,1,0.031446540880503145,0.0,0.035211267605633804,447155.0
35,201935,0.5714285714285714,0.42105263157894735,0.4166666666666667,5,1,0.7955974842767296,1.0,0.5563380281690141,41254920.0
36,201145,0.7142857142857143,0.5789473684210527,0.5416666666666666,2,1,0.30817610062893086,0.13392857142857142,0.2676056338028169,1620564.0
37,203925,0.47619047619047616,0.47368421052631576,0.4166666666666667,6,2,0.4622641509433962,0.16071428571428573,0.24647887323943662,16071429.0
38,201142,0.6190476190476191,0.6842105263157895,0.5833333333333334,2,1,0.9119496855345912,0.47321428571428575,0.5140845070422535,40108950.0
39,202681,0.42857142857142855,0.2631578947368421,0.20833333333333334,5,1,0.8836477987421384,0.5089285714285715,0.3380281690140845,33460350.0
40,200746,0.7619047619047619,0.7368421052631579,0.6666666666666666,1,1,0.43081761006289304,0.1517857142857143,0.31690140845070425,554988.0
41,200746,0.7619047619047619,0.7368421052631579,0.6666666666666666,1,1,0.43081761006289304,0.1517857142857143,0.31690140845070425,16750000.0
42,1629013,0.19047619047619047,0.3684210526315789,0.16666666666666666,5,1,0.24528301886792453,0.09821428571428573,0.1267605633802817,2090040.0
43,1629651,0.09523809523809523,0.7368421052631579,0.375,3,2,0.30817610062893086,0.08035714285714286,0.3028169014084507,1517981.0
44,203943,0.2857142857142857,0.6842105263157895,0.725,2,1,0.0,0.026785714285714288,0.02112676056338028,263995.0
45,203658,0.38095238095238093,0.6842105263157895,0.5083333333333333,0,0,0.07232704402515723,0.026785714285714288,0.14084507042253522,217845.0
46,203658,0.38095238095238093,0.6842105263157895,0.5083333333333333,0,0,0.07232704402515723,0.026785714285714288,0.14084507042253522,99020.0
47,203658,0.38095238095238093,0.6842105263157895,0.5083333333333333,0,0,0.07232704402515723,0.026785714285714288,0.14084507042253522,99020.0
48,203915,0.38095238095238093,0.42105263157894735,0.375,5,2,0.21069182389937108,0.26785714285714285,0.3028169014084507,11454048.0
49,1629076,0.19047619047619047,0.5789473684210527,0.7083333333333334,2,0,0.0220125786163522,0.026785714285714288,0.10563380281690142,99020.0
50,204020,0.42857142857142855,0.3157894736842105,0.13333333333333333,5,0,0.16352201257861634,0.08035714285714286,0.1267605633802817,1620564.0
51,202687,0.42857142857142855,0.5789473684210527,0.7083333333333334,0,1,0.17295597484276728,0.11607142857142859,0.38732394366197187,3500000.0
52,202954,0.5714285714285714,0.3157894736842105,0.3333333333333333,5,0,0.14779874213836477,0.22321428571428573,0.11971830985915494,2250000.0
53,1628997,0.2857142857142857,0.42105263157894735,0.2916666666666667,2,0,0.16666666666666666,0.09821428571428573,0.18309859154929578,1517981.0
54,1628998,0.2857142857142857,0.42105263157894735,0.2916666666666667,2,2,0.11949685534591194,0.10714285714285715,0.16901408450704225,1517981.0
55,203469,0.42857142857142855,0.7368421052631579,0.5833333333333334,3,1,0.2893081761006289,0.20535714285714285,0.5,15415730.0
56,1628984,0.2857142857142857,0.21052631578947367,0.20833333333333334,5,2,0.41194968553459116,0.46428571428571436,0.19014084507042256,1663861.0
57,202330,0.5238095238095238,0.5263157894736842,0.4583333333333333,2,1,0.6415094339622641,0.37500000000000006,0.39436619718309857,28500000.0
58,1629667,0.14285714285714285,0.631578947368421,0.2916666666666667,3,2,0.14150943396226415,0.044642857142857144,0.16901408450704225,1517981.0
59,1628370,0.14285714285714285,0.3157894736842105,0.25,5,1,0.3867924528301887,0.16071428571428573,0.19014084507042256,5345687.0
60,1628970,0.14285714285714285,0.47368421052631576,0.4583333333333333,2,1,0.3018867924528302,0.17857142857142858,0.39436619718309857,3934320.0
61,201587,0.5714285714285714,0.5789473684210527,0.5,6,1,0.27044025157232704,0.20535714285714285,0.33098591549295775,9043478.0
62,201587,0.5714285714285714,0.5789473684210527,0.5,6,1,0.27044025157232704,0.20535714285714285,0.33098591549295775,1620564.0
63,1626179,0.3333333333333333,0.21052631578947367,0.16666666666666666,5,1,0.6352201257861635,0.29464285714285715,0.2676056338028169,18900000.0
64,1629632,0.047619047619047616,0.42105263157894735,0.20833333333333334,5,1,0.47798742138364775,0.4196428571428572,0.323943661971831,5572680.0
65,1626245,0.42857142857142855,0.7368421052631579,0.8333333333333334,3,0,0.050314465408805034,0.0625,0.11971830985915494,7529020.0
66,1628464,0.42857142857142855,0.5789473684210527,0.625,3,0,0.29559748427672955,0.14285714285714288,0.3732394366197183,5000000.0
67,1627756,0.3333333333333333,0.3684210526315789,0.4166666666666667,5,1,0.23270440251572327,0.1517857142857143,0.2746478873239437,4642800.0
68,202066,0.7142857142857143,0.42105263157894735,0.20833333333333334,6,0,0.2672955974842767,0.17857142857142858,0.2183098591549296,4767000.0
69,1629750,0.38095238095238093,0.3684210526315789,0.2916666666666667,6,0,0.1320754716981132,0.03571428571428572,0.147887323943662,1517981.0
70,1628374,0.19047619047619047,0.7894736842105263,0.5833333333333334,3,1,0.5566037735849056,0.08035714285714286,0.4225352112676057,6731508.0
71,202696,0.47619047619047616,0.7368421052631579,0.75,0,1,0.770440251572327,0.3392857142857143,0.823943661971831,26000000.0
72,1627853,0.3333333333333333,0.3157894736842105,0.20833333333333334,5,0,0.10062893081761007,0.10714285714285715,0.11267605633802819,3000000.0
73,201152,0.6190476190476191,0.5789473684210527,0.5416666666666666,2,1,0.38364779874213834,0.3928571428571429,0.45774647887323944,13545000.0
74,203107,0.42857142857142855,0.5263157894736842,0.3333333333333333,5,2,0.2358490566037736,0.4285714285714286,0.17605633802816903,10000000.0
75,203897,0.2857142857142857,0.42105263157894735,0.25,6,1,0.8867924528301886,0.43750000000000006,0.35915492957746475,19500000.0
76,203083,0.38095238095238093,0.6842105263157895,0.9083333333333333,0,1,0.550314465408805,0.23214285714285718,0.9507042253521127,27957238.0
77,203083,0.38095238095238093,0.6842105263157895,0.9083333333333333,0,1,0.550314465408805,0.23214285714285718,0.9507042253521127,554988.0
78,1626224,0.2857142857142857,0.5263157894736842,0.5,2,2,0.31761006289308175,0.2410714285714286,0.2535211267605634,8840580.0
79,1629012,0.09523809523809523,0.21052631578947367,0.16666666666666666,5,1,0.7547169811320754,0.38392857142857145,0.19718309859154928,4991880.0
80,1628422,0.3333333333333333,0.42105263157894735,0.3333333333333333,5,2,0.21069182389937108,0.19642857142857145,0.13380281690140844,2000000.0
81,1629636,0.047619047619047616,0.21052631578947367,0.18333333333333332,5,1,0.5157232704402516,0.5178571428571429,0.15492957746478875,6720720.0
82,1629731,0.19047619047619047,0.631578947368421,0.48333333333333334,3,0,0.1289308176100629,0.07142857142857144,0.1619718309859155,1517981.0
83,1629685,0.23809523809523808,0.47368421052631576,0.21666666666666667,6,1,0.169811320754717,0.09821428571428573,0.2535211267605634,2137440.0
84,1628392,0.14285714285714285,0.7894736842105263,0.6666666666666666,1,2,0.11006289308176101,0.044642857142857144,0.19718309859154928,1620564.0
85,1628386,0.14285714285714285,0.7368421052631579,0.6083333333333333,0,1,0.4056603773584906,0.14285714285714288,0.6971830985915494,3909902.0
86,2747,0.7619047619047619,0.47368421052631576,0.4166666666666667,5,1,0.389937106918239,0.18750000000000003,0.2183098591549296,1456667.0
87,201567,0.6190476190476191,0.5789473684210527,0.675,3,1,0.18238993710691823,0.11607142857142859,0.2323943661971831,31258256.0
88,203521,0.5238095238095238,0.3157894736842105,0.25,5,0,0.09748427672955975,0.28571428571428575,0.09154929577464789,1620564.0
89,1626188,0.38095238095238093,0.21052631578947367,0.08333333333333333,5,0,0.09119496855345911,0.0625,0.04929577464788732,110998.0
90,1626188,0.38095238095238093,0.21052631578947367,0.08333333333333333,5,0,0.09119496855345911,0.0625,0.04929577464788732,1000000.0
91,1629730,0.19047619047619047,0.3157894736842105,0.325,5,0,0.12578616352201258,0.08928571428571429,0.0,340000.0
92,1627752,0.3333333333333333,0.5263157894736842,0.4,2,1,0.2610062893081761,0.1517857142857143,0.2535211267605634,12250000.0
93,1627748,0.19047619047619047,0.7894736842105263,0.425,3,1,0.11949685534591194,0.044642857142857144,0.1619718309859155,309355.0
94,1627812,0.38095238095238093,0.15789473684210525,0.06666666666666667,5,0,0.29874213836477986,0.22321428571428573,0.24647887323943662,110998.0
95,1626246,0.6190476190476191,1.0,1.0,0,0,0.13836477987421383,0.01785714285714286,0.2746478873239437,3500000.0
96,203939,0.47619047619047616,0.6842105263157895,0.5833333333333334,3,2,0.13836477987421383,0.07142857142857144,0.2323943661971831,11080125.0
97,1628973,0.23809523809523808,0.21052631578947367,0.16666666666666666,5,2,0.38364779874213834,0.28571428571428575,0.23943661971830987,1663861.0
98,200755,0.8095238095238095,0.3157894736842105,0.25,5,1,0.27358490566037735,0.11607142857142859,0.11971830985915494,13013700.0
99,1626196,0.38095238095238093,0.42105263157894735,0.25,5,2,0.41823899371069184,0.2410714285714286,0.2323943661971831,10865952.0
100,204001,0.2857142857142857,0.9473684210526315,0.5833333333333334,3,1,0.6194968553459119,0.11607142857142859,0.6056338028169014,29467800.0
101,1629029,0.09523809523809523,0.5263157894736842,0.5,4,1,0.9119496855345912,0.8214285714285714,0.591549295774648,8049360.0
102,1628467,0.42857142857142855,0.6842105263157895,0.5833333333333334,2,0,0.24528301886792453,0.125,0.3802816901408451,8325000.0
103,1629740,0.47619047619047616,0.631578947368421,0.55,2,0,0.06289308176100629,0.09821428571428573,0.18309859154929578,3897436.0
104,203504,0.38095238095238093,0.15789473684210525,0.125,5,1,0.22012578616352202,0.13392857142857142,0.06338028169014084,3000000.0
105,203932,0.2857142857142857,0.5789473684210527,0.5416666666666666,2,1,0.45911949685534587,0.38392857142857145,0.4647887323943662,18136364.0
106,1629109,0.2857142857142857,0.47368421052631576,0.4583333333333333,2,0,0.10691823899371068,0.08035714285714286,0.22535211267605637,2000000.0
107,1627750,0.19047619047619047,0.3157894736842105,0.375,5,1,0.6635220125786164,0.4285714285714286,0.28169014084507044,27285000.0
108,203210,0.5238095238095238,0.5789473684210527,0.475,3,0,0.27358490566037735,0.07142857142857144,0.38732394366197187,7199760.0
109,201580,0.6190476190476191,0.7894736842105263,0.8333333333333334,1,1,0.25157232704402516,0.08928571428571429,0.36619718309859156,4200000.0
110,1628420,0.2857142857142857,0.2631578947368421,0.10833333333333334,5,2,0.3270440251572327,0.3035714285714286,0.15492957746478875,1723707.0
111,203999,0.2857142857142857,0.7368421052631579,0.95,0,2,0.8522012578616353,0.7678571428571429,0.795774647887324,29542010.0
112,200794,0.7619047619047619,0.5263157894736842,0.725,2,2,0.29874213836477986,0.14285714285714288,0.35211267605633806,10000000.0
113,1628408,0.19047619047619047,0.47368421052631576,0.2916666666666667,6,0,0.24213836477987422,0.14285714285714288,0.2676056338028169,1762796.0
114,1628427,0.19047619047619047,0.5789473684210527,0.55,2,2,0.0440251572327044,0.026785714285714288,0.08450704225352113,1517981.0
115,203115,0.47619047619047616,0.47368421052631576,0.09166666666666666,5,2,0.40880503144654085,0.28571428571428575,0.2887323943661972,13723214.0
116,202709,0.47619047619047616,0.3157894736842105,0.25,5,1,0.21069182389937108,0.2142857142857143,0.15492957746478875,12600000.0
117,203473,0.5714285714285714,0.7894736842105263,0.625,0,0,0.20125786163522014,0.0625,0.4225352112676057,2866667.0
118,1629058,0.09523809523809523,0.631578947368421,0.39166666666666666,6,1,0.13522012578616352,0.08035714285714286,0.13380281690140844,2002800.0
119,1628977,0.14285714285714285,0.42105263157894735,0.26666666666666666,5,2,0.37421383647798745,0.2142857142857143,0.36619718309859156,1663861.0
120,1626143,0.23809523809523808,0.6842105263157895,0.8333333333333334,1,1,0.13522012578616352,0.026785714285714288,0.1619718309859155,1882867.0
121,203924,0.3333333333333333,0.5789473684210527,0.3333333333333333,2,2,0.7327044025157233,0.25,0.35211267605633806,19050000.0
122,1628367,0.19047619047619047,0.5789473684210527,0.30833333333333335,6,1,0.4150943396226415,0.18750000000000003,0.295774647887324,4767000.0
123,203486,0.5238095238095238,0.7368421052631579,0.7,3,1,0.32389937106918243,0.32142857142857145,0.6690140845070423,8000000.0
124,203585,0.47619047619047616,0.3684210526315789,0.2916666666666667,5,0,0.1761006289308176,0.08928571428571429,0.09859154929577464,5192307.0
125,1629635,0.0,0.5789473684210527,0.5,2,1,0.12264150943396226,0.053571428571428575,0.15492957746478875,3449400.0
126,201961,0.6190476190476191,0.3684210526315789,0.30833333333333335,5,1,0.3333333333333333,0.125,0.1267605633802817,1620564.0
127,201961,0.6190476190476191,0.3684210526315789,0.30833333333333335,5,1,0.3333333333333333,0.125,0.1267605633802817,1000000.0
128,1629015,0.09523809523809523,0.3157894736842105,0.2916666666666667,5,1,0.11635220125786164,0.08035714285714286,0.08450704225352113,1068200.0
129,1629346,0.047619047619047616,0.6842105263157895,0.375,2,2,0.05345911949685534,0.0,0.0,1517981.0
130,203952,0.2857142857142857,0.5263157894736842,0.225,2,1,0.5566037735849056,0.18750000000000003,0.323943661971831,29542010.0
131,1627814,0.38095238095238093,0.42105263157894735,0.3333333333333333,6,0,0.21069182389937108,0.125,0.2323943661971831,1762796.0
132,203110,0.5238095238095238,0.47368421052631576,0.5,2,2,0.19182389937106917,0.7500000000000001,0.4647887323943662,22246956.0
133,1629672,0.19047619047619047,0.47368421052631576,0.7083333333333334,2,2,0.29874213836477986,0.11607142857142859,0.22535211267605637,1517981.0
134,1629673,0.09523809523809523,0.3684210526315789,0.2,5,1,0.339622641509434,0.125,0.11267605633802819,2063280.0
135,203145,0.5714285714285714,0.3684210526315789,0.20833333333333334,6,0,0.19182389937106917,0.14285714285714288,0.20422535211267606,1620564.0
136,1626172,0.23809523809523808,0.631578947368421,0.43333333333333335,2,1,0.12264150943396226,0.14285714285714288,0.295774647887324,4821429.0
137,202691,0.5238095238095238,0.47368421052631576,0.375,5,1,0.6761006289308176,0.2142857142857143,0.2676056338028169,35361360.0
138,2733,0.7619047619047619,0.5263157894736842,0.18333333333333332,5,1,0.1981132075471698,0.26785714285714285,0.16901408450704225,666667.0
139,201939,0.6190476190476191,0.3157894736842105,0.125,5,1,0.9119496855345912,0.5535714285714286,0.3732394366197183,43006362.0
